Old	New
FLJ90231	GLB1L3
GLC1B	GLC1B
GLC1C	GLC1C
GLC1D	GLC1D
GLC1H	GLC1H
GLC1I	GLC1I
GLC1J	GLC1J
JOAG2	GLC1J
GLC1K	GLC1K
JOAG3	GLC1K
GLC1L	GLC1L
GLC1M	GLC1M
GLC1N	GLC1N
GLC1P	GLC1P
GLC1Q	GLC1Q
GLC2A	GLC2A
GLC3B	GLC3B
GLC3C	GLC3C
GLCCI1	GLCCI1
GIG18	GLCCI1
FAM117C	GLCCI1
TSSN1	GLCCI1
GLCE	GLCE
KIAA0836	GLCE
HSEPI	GLCE
GLDC	GLDC
GCSP	GLDC
NKH	GLDC
GLDCP1	GLDCP1
GLDCP	GLDCP1
GLDN	GLDN
COLM	GLDN
CRG-L2	GLDN
CLOM	GLDN
COLMEDIN	GLDN
UNC-112	GLDN
GLE1	GLE1
GLE1L	GLE1
LCCS1	GLE1
HGLE1	GLE1
GLG1	GLG1
MG-160	GLG1
ESL-1	GLG1
CFR-1	GLG1
GLI1	GLI1
GLI	GLI1
GLI2	GLI2
THP2	GLI2
HPE9	GLI2
THP1	GLI2
GLI3	GLI3
GCPS	GLI3
PHS	GLI3
PAP-A	GLI3
PAPA	GLI3
PAPA1	GLI3
PAPB	GLI3
ACLS	GLI3
PPDIV	GLI3
GLI4	GLI4
HKR4	GLI4
ZNF928	GLI4
GLIDR	GLIDR
LINC01172	GLIDR
MGC21881	GLIDR
TCONS_00015562	GLIDR
GLIPR1	GLIPR1
RTVP1	GLIPR1
GLIPR	GLIPR1
GLIPR1L1	GLIPR1L1
MGC26856	GLIPR1L1
GLIPR1L2	GLIPR1L2
MGC39497	GLIPR1L2
GLIPR2	GLIPR2
C9orf19	GLIPR2
GAPR-1	GLIPR2
GLIS1	GLIS1
FLJ36155	GLIS1
GLIS2	GLIS2
NPHP7	GLIS2
GLIS2-AS1	GLIS2-AS1
GLIS3	GLIS3
ZNF515	GLIS3
MGC33662	GLIS3
GLIS3-AS1	GLIS3-AS1
C9orf70	GLIS3-AS1
MGC16153	GLIS3-AS1
GLMN	GLMN
VMGLOM	GLMN
FAP48	GLMN
GLML	GLMN
GVM	GLMN
FKBPAP	GLMN
GLMP	GLMP
C1orf85	GLMP
MGC31963	GLMP
NCU-G1	GLMP
GLO1	GLO1
GLOD1	GLO1
GLOD4	GLOD4
C17orf25	GLOD4
CGI-150	GLOD4
HC71	GLOD4
GLOD5	GLOD5
GLP1R	GLP1R
GLP-1R	GLP1R
GLP2R	GLP2R
GLRA1	GLRA1
STHE	GLRA1
GLRA2	GLRA2
GLR	GLRA2
GLRA3	GLRA3
GLRA4	GLRA4
GLRB	GLRB
GLRX	GLRX
GRX	GLRX
GRX1	GLRX
GLRX2	GLRX2
GRX2	GLRX2
BA101E13.1	GLRX2
GLRX3	GLRX3
TXNL2	GLRX3
PICOT	GLRX3
BA500G10.4	GLRX3
GRX3	GLRX3
GLRX4	GLRX3
GRX4	GLRX3
GLRX3P1	GLRX3P1
GLRX3P2	GLRX3P2
GLRX5	GLRX5
C14orf87	GLRX5
PR01238	GLRX5
GRX5	GLRX5
GLRXP1	GLRXP1
GLRXP	GLRXP1
BA425M5.1	GLRXP1
GLRXP2	GLRXP2
GLRXP3	GLRXP3
GLRXL	GLRXP3
GLS	GLS
KIAA0838	GLS
GLS1	GLS
GLS2	GLS2
GA	GLS2
GLS	GLS2
LGA	GLS2
HLGA	GLS2
GLT1D1	GLT1D1
FLJ31978	GLT1D1
GLT6D1	GLT6D1
GLTDC1	GLT6D1
GLT8D1	GLT8D1
AD-017	GLT8D1
FLJ14611	GLT8D1
GLT8D2	GLT8D2
FLJ31494	GLT8D2
GLTP	GLTP
GLTPD2	GLTPD2
GLTPP1	GLTPP1
GLUD1	GLUD1
GLUD	GLUD1
GDH	GLUD1
GLUD1P2	GLUD1P2
GLUDP2	GLUD1P2
GLUD1P7	GLUD1P2
GLUDP7	GLUD1P2
BA342C24.3	GLUD1P2
GLUD1P3	GLUD1P3
GLUDP3	GLUD1P3
C10orf102	GLUD1P3
EM:AC022400.11	GLUD1P3
GLUD1P4	GLUD1P4
GLUDP4	GLUD1P4
GLUD1P5	GLUD1P5
GLUDP5	GLUD1P5
GLUD1P6	GLUD1P6
GLUDP6	GLUD1P6
BK2173J9.1	GLUD1P6
GLUD1P8	GLUD1P8
GLUDP8	GLUD1P8
BA144G6.5	GLUD1P8
GLUD1P9	GLUD1P9
GLUD2	GLUD2
GLUDP1	GLUD2
GLUL	GLUL
GLNS	GLUL
GLULP1	GLULP1
GLULL1	GLULP1
GLULP2	GLULP2
GLULL2	GLULP2
GLULP3	GLULP3
GLULL3	GLULP3
GLULP4	GLULP4
GLULP	GLULP4
GLULP5	GLULP5
GLULP6	GLULP6
GLYAT	GLYAT
GAT	GLYAT
ACGNAT	GLYAT
GLYATL1	GLYATL1
MGC15397	GLYATL1
FLJ34646	GLYATL1
GLYATL1B	GLYATL1B
GLYATL1P3	GLYATL1B
GLYATL1P1	GLYATL1P1
GLYATL1P2	GLYATL1P2
GLYATL1P4	GLYATL1P4
GLYATL2	GLYATL2
BXMAS2-10	GLYATL2
MGC24009	GLYATL2
GLYATL3	GLYATL3
C6orf140	GLYATL3
BA28H17.2	GLYATL3
GLYB	GLYB
GLYCAM1	GLYCAM1
GLYCTK	GLYCTK
HBEBP4	GLYCTK
HBEBP2	GLYCTK
GLYCTK-AS1	GLYCTK-AS1
GLYR1	GLYR1
BM045	GLYR1
HIBDL	GLYR1
NP60	GLYR1
N-PAC	GLYR1
GLYS1	GLYS1
GM2A	GM2A
SAP-3	GM2A
GM2AP1	GM2AP1
GM2AP	GM2AP1
GM2AP2	GM2AP2
GMCL1	GMCL1
FLJ13057	GMCL1
BTBD13	GMCL1
GCL1	GMCL1
SPATA29	GMCL1
GMCL1P2	GMCL1P2
GMCL2	GMCL2
GMCL1L	GMCL2
GMCL1P1	GMCL2
GCL	GMCL2
GMDS	GMDS
GMD	GMDS
SDR3E1	GMDS
GMDS-DT	GMDS-DT
GMDS-AS1	GMDS-DT
GMEB1	GMEB1
P96PIF	GMEB1
PIF96	GMEB1
GMEB2	GMEB2
P79PIF	GMEB2
KIAA1269	GMEB2
PIF79	GMEB2
GMFA	GMFA
GMFB	GMFB
GMF	GMFB
GMFBP1	GMFBP1
GMFG	GMFG
GMIP	GMIP
ARHGAP46	GMIP
GML	GML
LY6DL	GML
GMNC	GMNC
GEMC1	GMNC
GMNN	GMNN
GEM	GMNN
GMPPA	GMPPA
GMPPB	GMPPB
KIAA1851	GMPPB
GMPR	GMPR
GMPR2	GMPR2
GMPS	GMPS
GATD7	GMPS
GMPSP1	GMPSP1
GNA11	GNA11
HHC2	GNA11
FBH	GNA11
FBH2	GNA11
FHH2	GNA11
GNA12	GNA12
GEP	GNA12
GNA13	GNA13
G13	GNA13
MGC46138	GNA13
GNA14	GNA14
GNA14-AS1	GNA14-AS1
GNA15	GNA15
GNA16	GNA15
GNAI1	GNAI1
GNAI2	GNAI2
GNAI2B	GNAI2
GIP	GNAI2
GNAI2P1	GNAI2P1
GNAI2A	GNAI2P1
GNAI2L	GNAI2P1
GNAI2P2	GNAI2P2
GNAI3	GNAI3
87U6	GNAI3
GNAL	GNAL
GNAO1	GNAO1
G-ALPHA-O	GNAO1
GNAQ	GNAQ
G-ALPHA-Q	GNAQ
GAQ	GNAQ
GNAQP1	GNAQP1
GNAQP	GNAQP1
GNAS	GNAS
GNAS1	GNAS
NESP55	GNAS
NESP	GNAS
GNASXL	GNAS
GPSA	GNAS
SCG6	GNAS
SGVI	GNAS
GNAS-AS1	GNAS-AS1
GNASAS	GNAS-AS1
GNAS-AS	GNAS-AS1
SANG	GNAS-AS1
NESP-AS	GNAS-AS1
NESPAS	GNAS-AS1
GNAS1AS	GNAS-AS1
NCRNA00075	GNAS-AS1
GNAT1	GNAT1
CSNBAD3	GNAT1
GNAT2	GNAT2
ACHM4	GNAT2
GNAT3	GNAT3
GUSTDUCIN	GNAT3
GDCA	GNAT3
GNAZ	GNAZ
GNB1	GNB1
GNB1L	GNB1L
GY2	GNB1L
WDR14	GNB1L
GNB2	GNB2
GNB3	GNB3
GNB4	GNB4
GNB5	GNB5
GB5	GNB5
GNE	GNE
IBM2	GNE
UAE1	GNE
GNG2	GNG2
GNG3	GNG3
GNG4	GNG4
GNG5	GNG5
GNG5P1	GNG5P1
GNG5P	GNG5P1
GNG5P2	GNG5P2
GNG5P3	GNG5P3
GNG5P4	GNG5P4
GNG5P5	GNG5P5
GNG7	GNG7
FLJ00058	GNG7
GNG8	GNG8
GNG10	GNG10
GNG10P1	GNG10P1
GNG11	GNG11
GNGT11	GNG11
GNG12	GNG12
GNG12-AS1	GNG12-AS1
GNG13	GNG13
H2-35	GNG13
G(GAMMA)13	GNG13
GNG14	GNG14
GNGT1	GNGT1
GNG1	GNGT1
GNGT2	GNGT2
GNG9	GNGT2
GNL1	GNL1
HSR1	GNL1
GNL2	GNL2
NGP-1	GNL2
HUMAUANTIG	GNL2
NOG2	GNL2
NUG2	GNL2
GNL2P1	GNL2P1
GNL3	GNL3
C77032	GNL3
E2IG3	GNL3
MGC800	GNL3
NS	GNL3
GNL3L	GNL3L
FLJ10613	GNL3L
GNL3B	GNL3L
GNL3LP1	GNL3LP1
GNL3LP	GNL3LP1
FLJ12595	GNL3LP1
GNLY	GNLY
LAG2	GNLY
NKG5	GNLY
LAG-2	GNLY
D2S69E	GNLY
TLA519	GNLY
GNMT	GNMT
GNPAT	GNPAT
DHAPAT	GNPAT
DAPAT	GNPAT
DAP-AT	GNPAT
GNPATP	GNPATP
GNPDA1	GNPDA1
GNPI	GNPDA1
GNPDA	GNPDA1
HLN	GNPDA1
GPI	GNPDA1
KIAA0060	GNPDA1
GNPDA2	GNPDA2
SB52	GNPDA2
GNPNAT1	GNPNAT1
GPNAT1	GNPNAT1
FLJ10607	GNPNAT1
GNPTAB	GNPTAB
GNPTA	GNPTAB
KIAA1208	GNPTAB
MGC4170	GNPTAB
GNPTG	GNPTG
GNPTAG	GNPTG
C16orf27	GNPTG
CAB56184	GNPTG
C316G12.3	GNPTG
GNRH1	GNRH1
GRH	GNRH1
GNRH	GNRH1
LHRH	GNRH1
GNRH2	GNRH2
GNRHR	GNRHR
GRHR	GNRHR
LHRHR	GNRHR
GNRHR2	GNRHR2
GNRHR2P1	GNRHR2P1
GNS	GNS
GOLGA1	GOLGA1
GOLGIN-97	GOLGA1
MGC33154	GOLGA1
GOLGA2	GOLGA2
GM130	GOLGA2
GOLGIN-95	GOLGA2
GOLGA2P1	GOLGA2P1
GOLGA2P2Y	GOLGA2P2Y
GOLGA2LY1	GOLGA2P2Y
GOLGA2P2	GOLGA2P2Y
GOLGA2P3Y	GOLGA2P3Y
GOLGA2LY2	GOLGA2P3Y
GOLGA2P3	GOLGA2P3Y
GOLGA2P4	GOLGA2P4
GOLGA2P5	GOLGA2P5
GOLGA2L1	GOLGA2P5
GOLGA2B	GOLGA2P5
DKFZP434M0331	GOLGA2P5
GOLGA2P6	GOLGA2P6
GOLGA2P7	GOLGA2P7
GOLGA2P8	GOLGA2P8
GOLGA2P9	GOLGA2P9
GOLGA2P10	GOLGA2P10
FLJ22795	GOLGA2P10
AGSK1	GOLGA2P10
GOLGA2P11	GOLGA2P11
FLJ38723	GOLGA2P11
GOLGA3	GOLGA3
GOLGIN-160	GOLGA3
GCP170	GOLGA3
MEA-2	GOLGA3
GOLGA4	GOLGA4
GOLG	GOLGA4
GCP2	GOLGA4
P230	GOLGA4
GOLGIN-240	GOLGA4
GOLGA4P1	GOLGA4P1
GOLGA4P2	GOLGA4P2
GOLGA4P3	GOLGA4P3
GOLGA5	GOLGA5
RET-II	GOLGA5
GOLGIN-84	GOLGA5
RFG5	GOLGA5
GOLIM5	GOLGA5
GOLGA5P1	GOLGA5P1
GOLGA6A	GOLGA6A
GOLGA6	GOLGA6A
GLP	GOLGA6A
GOLGA6B	GOLGA6B
GOLGA6C	GOLGA6C
GOLGA6D	GOLGA6D
GOLGA6L1	GOLGA6L1
GOLGA6L2	GOLGA6L2
CT105	GOLGA6L2
FLJ36144	GOLGA6L2
GOLGA6L3	GOLGA6L3
GOLGA6L4	GOLGA6L4
GOLGA6L5P	GOLGA6L5P
GOLGA6L5	GOLGA6L5P
FLJ35171	GOLGA6L5P
FLJ40113	GOLGA6L5P
GOLGA6L8	GOLGA6L5P
GOLGA6L6	GOLGA6L6
FLJ36131	GOLGA6L6
GOLGA6L7	GOLGA6L7
GOLGA6L7P	GOLGA6L7
GOLGA6L9	GOLGA6L9
GOLGA6L20	GOLGA6L9
GOLGA6L10	GOLGA6L10
GOLGA6L18	GOLGA6L10
GOLGA6L11P	GOLGA6L11P
GOLGA6L15P	GOLGA6L11P
GOLGA6L12P	GOLGA6L12P
GOLGA6L13P	GOLGA6L13P
GOLGA6L14P	GOLGA6L14P
GOLGA6L16P	GOLGA6L16P
GOLGA6L17P	GOLGA6L17P
GOLGA6L21P	GOLGA6L17P
GOLGA6L19	GOLGA6L19
GOLGA6L22	GOLGA6L22
GOLGA7	GOLGA7
GCP16	GOLGA7
HSPC041	GOLGA7
GOLGA3AP1	GOLGA7
GOLGA7A	GOLGA7
GOLGA7B	GOLGA7B
C10orf133	GOLGA7B
C10orf132	GOLGA7B
BA459F3.4	GOLGA7B
BA451M19.3	GOLGA7B
GOLGA8A	GOLGA8A
GM88	GOLGA8A
GOLGIN-67	GOLGA8A
GOLGA8B	GOLGA8B
GOLGA8CP	GOLGA8CP
GOLGA8C	GOLGA8CP
GOLGA8DP	GOLGA8DP
GOLGA8D	GOLGA8DP
GOLGA8EP	GOLGA8EP
GOLGA8E	GOLGA8EP
GOLGA8F	GOLGA8F
DKFZP434P162	GOLGA8F
GOLGA8G	GOLGA8G
DKFZP434K052	GOLGA8G
GOLGA8H	GOLGA8H
GOLGA6L11	GOLGA8H
GOLGA8IP	GOLGA8IP
GOLGA9P	GOLGA8IP
GOLGA8I	GOLGA8IP
FLJ35785	GOLGA8IP
GOLGA8J	GOLGA8J
GOLGA8K	GOLGA8K
GOLGA8M	GOLGA8M
GOLGA8N	GOLGA8N
GOLGA8O	GOLGA8O
GOLGA8Q	GOLGA8Q
GOLGA8R	GOLGA8R
GOLGA8S	GOLGA8S
GOLGA8T	GOLGA8T
GOLGA8UP	GOLGA8UP
GOLGA8VP	GOLGA8VP
GOLGB1	GOLGB1
GCP	GOLGB1
GCP372	GOLGB1
GIANTIN	GOLGB1
GOLIM1	GOLGB1
GOLIM4	GOLIM4
GOLPH4	GOLIM4
GPP130	GOLIM4
GIMPC	GOLIM4
P138	GOLIM4
GOLM1	GOLM1
GOLPH2	GOLM1
C9orf155	GOLM1
GP73	GOLM1
FLJ23608	GOLM1
BA379P1.3	GOLM1
GOLPH3	GOLPH3
GPP34	GOLPH3
GOPP1	GOLPH3
MIDAS	GOLPH3
VPS74	GOLPH3
GOLPH3L	GOLPH3L
GPP34R	GOLPH3L
GOLT1A	GOLT1A
FLJ42654	GOLT1A
CGI-141	GOLT1A
YMR292W	GOLT1A
GOT1	GOLT1A
MGC62027	GOLT1A
GOLT1B	GOLT1B
CGI-141	GOLT1B
YMR292W	GOLT1B
GOT1	GOLT1B
GON4L	GON4L
GON4	GON4L
FLJ20203	GON4L
GON-4	GON4L
YARP	GON4L
GON7	GON7
C14orf142	GON7
GOPC	GOPC
DJ94G16.2	GOPC
PIST	GOPC
FIG	GOPC
GOPC1	GOPC
CAL	GOPC
GORAB	GORAB
SCYL1BP1	GORAB
FLJ11752	GORAB
NTKL-BP1	GORAB
GO	GORAB
GORAB-AS1	GORAB-AS1
GORASP1	GORASP1
GOLPH5	GORASP1
GRASP65	GORASP1
P65	GORASP1
FLJ23443	GORASP1
GORASP2	GORASP2
GRASP55	GORASP2
GRS2	GORASP2
GOLPH6	GORASP2
GOSR1	GOSR1
GOS28	GOSR1
P28	GOSR1
GS28	GOSR1
GOS-28	GOSR1
GOLIM2	GOSR1
GOSR2	GOSR2
GS27	GOSR2
BOS1	GOSR2
GOT1	GOT1
AST1	GOT1
GOT1L1	GOT1L1
MGC33309	GOT1L1
GOT2	GOT2
MITAAT	GOT2
KATIV	GOT2
KAT4	GOT2
KYAT4	GOT2
GOT2P1	GOT2P1
GOT2L1	GOT2P1
GOT2P2	GOT2P2
GOT2L2	GOT2P2
GOT2P3	GOT2P3
GOT2L3	GOT2P3
GOT2L3P	GOT2P3
GOT2P4	GOT2P4
GOT2L4	GOT2P4
GOT2P5	GOT2P5
GOT2Y	GOT2P5
GP1BA	GP1BA
GP1B	GP1BA
CD42B	GP1BA
GPIBALPHA	GP1BA
GP1BB	GP1BB
CD42C	GP1BB
GPIBBETA	GP1BB
GP2	GP2
ZAP75	GP2
GP5	GP5
CD42D	GP5
GP6	GP6
GPVI	GP6
GP9	GP9
CD42A	GP9
GPIX	GP9
GPA33	GPA33
A33	GPA33
GPAA1	GPAA1
GAA1	GPAA1
HGAA1	GPAA1
GPAA1P1	GPAA1P1
GPAA1P2	GPAA1P2
GPALPP1	GPALPP1
KIAA1704	GPALPP1
BA245H20.2	GPALPP1
AD029	GPALPP1
LSR7	GPALPP1
GPAM	GPAM
KIAA1560	GPAM
MGC26846	GPAM
GPAT1	GPAM
GPANK1	GPANK1
BAT4	GPANK1
G5	GPANK1
D6S54E	GPANK1
GPATCH10	GPANK1
ANKRD59	GPANK1
GPAT2	GPAT2
CT123	GPAT2
GPAT2P1	GPAT2P1
GPAT2P2	GPAT2P2
GPAT3	GPAT3
AGPAT9	GPAT3
MGC11324	GPAT3
LPAAT-THETA	GPAT3
MAG1	GPAT3
HMFN0839	GPAT3
AGPAT10	GPAT3
GPAT4	GPAT4
AGPAT6	GPAT4
DKFZP586M1819	GPAT4
LPAAT-ZETA	GPAT4
TSARG7	GPAT4
GPATCH1	GPATCH1
GPATC1	GPATCH1
ECGP	GPATCH1
FLJ10206	GPATCH1
FLJ38686	GPATCH1
GPATCH2	GPATCH2
GPATC2	GPATCH2
FLJ10252	GPATCH2
CT110	GPATCH2
PPP1R30	GPATCH2
PFA1	GPATCH2
GPATCH2L	GPATCH2L
C14orf118	GPATCH2L
FLJ20689	GPATCH2L
FLJ10033	GPATCH2L
GPATCH3	GPATCH3
GPATC3	GPATCH3
FLJ12455	GPATCH3
GPATCH4	GPATCH4
GPATC4	GPATCH4
FLJ20249	GPATCH4
DKFZP434F1735	GPATCH4
GPATCH8	GPATCH8
KIAA0553	GPATCH8
GPATC8	GPATCH8
GPATCH11	GPATCH11
CCDC75	GPATCH11
FLJ38348	GPATCH11
CENPY	GPATCH11
CENP-Y	GPATCH11
GPBAR1	GPBAR1
BG37	GPBAR1
GPCR	GPBAR1
TGR5	GPBAR1
M-BAR	GPBAR1
GPCR19	GPBAR1
GPR131	GPBAR1
MGC40597	GPBAR1
GPBP1	GPBP1
DKFZP761C169	GPBP1
VASCULIN	GPBP1
GPBP1L1	GPBP1L1
SP192	GPBP1L1
GPC1	GPC1
GLYPICAN	GPC1
GPC2	GPC2
CEREBROGLYCAN	GPC2
FLJ38962	GPC2
DKFZP547M109	GPC2
GPC3	GPC3
SDYS	GPC3
OCI-5	GPC3
SGBS	GPC3
SGBS1	GPC3
SGB	GPC3
DGSX	GPC3
GPC3-AS1	GPC3-AS1
GPC4	GPC4
K-GLYPICAN	GPC4
GPC5	GPC5
GPC5-AS1	GPC5-AS1
GPC5-AS2	GPC5-AS2
GPC5-IT1	GPC5-IT1
GPC6	GPC6
GPC6-AS1	GPC6-AS1
GPC6-AS2	GPC6-AS2
GPCPD1	GPCPD1
KIAA1434	GPCPD1
GDE5	GPCPD1
GDPD6	GPCPD1
GPD1	GPD1
GPD1L	GPD1L
KIAA0089	GPD1L
GPD2	GPD2
GPDS1	GPDS1
GPER1	GPER1
CMKRL2	GPER1
GPR30	GPER1
GPER	GPER1
FEG-1	GPER1
GPCR-BR	GPER1
LERGU	GPER1
LERGU2	GPER1
DRY12	GPER1
LYGPR	GPER1
CEPR	GPER1
GPHA2	GPHA2
GPA2	GPHA2
ZSIG51	GPHA2
A2	GPHA2
MGC126572	GPHA2
GPHB5	GPHB5
ZLUT1	GPHB5
GPB5	GPHB5
GPHN	GPHN
KIAA1385	GPHN
GPI	GPI
AMF	GPI
NLK	GPI
GPIHBP1	GPIHBP1
LOC338328	GPIHBP1
GPI-HBP1	GPIHBP1
GPKOW	GPKOW
T54	GPKOW
GPATC5	GPKOW
GPATCH5	GPKOW
SPP2	GPKOW
GPLD1	GPLD1
GPM6A	GPM6A
GPM6	GPM6A
GPM6B	GPM6B
M6B	GPM6B
MGC17150	GPM6B
MGC54284	GPM6B
GPM6BP1	GPM6BP1
GPM6BP2	GPM6BP2
GPM6BP3	GPM6BP3
GPN1	GPN1
XAB1	GPN1
NTPBP	GPN1
MBDIN	GPN1
ATPBD1A	GPN1
RPAP4	GPN1
GPN2	GPN2
ATPBD1B	GPN2
FLJ10349	GPN2
GPN3	GPN3
ATPBD1C	GPN3
MGC14560	GPN3
GPN3P1	GPN3P1
GPNMB	GPNMB
NMB	GPNMB
HGFIN	GPNMB
GPR1	GPR1
GPR1-AS	GPR1-AS
GPR1-AS1	GPR1-AS
GPR1AS	GPR1-AS
GPR3	GPR3
ACCA	GPR3
GPR4	GPR4
GPR6	GPR6
GPR12	GPR12
GPCR21	GPR12
PPP1R84	GPR12
GPR15	GPR15
GPR17	GPR17
GPR18	GPR18
GPR19	GPR19
GPR20	GPR20
GPR21	GPR21
GPR22	GPR22
GPR25	GPR25
GPR26	GPR26
GPR27	GPR27
SREB1	GPR27
GPR31	GPR31
HETER1	GPR31
12-HETER	GPR31
GPR32	GPR32
RVDR1	GPR32
GPR32P1	GPR32P1
GPR32P	GPR32P1
GPR33	GPR33
GPR34	GPR34
GPR35	GPR35
GPR36	GPR36
GPR37	GPR37
EDNRBL	GPR37
HET(B)R-LP	GPR37
PAELR	GPR37
GPR37L1	GPR37L1
ETBR-LP-2	GPR37L1
GPR39	GPR39
GPR42	GPR42
GPR42P	GPR42
GPR41L	GPR42
FFAR3L	GPR42
GPR45	GPR45
PSP24	GPR45
PSP24A	GPR45
GPR50	GPR50
H9	GPR50
MEL1C	GPR50
GPR50-AS1	GPR50-AS1
GPR52	GPR52
GPR53P	GPR53P
PSIGPR53	GPR53P
DJ271M21.8	GPR53P
GPR55	GPR55
GPR61	GPR61
BALGR	GPR61
GPR62	GPR62
GPR63	GPR63
PSP24(BETA)	GPR63
PSP24B	GPR63
GPR65	GPR65
HTDAG8	GPR65
TDAG8	GPR65
GPR68	GPR68
OGR1	GPR68
GPR75	GPR75
WI-31133	GPR75
GPR75-ASB3	GPR75-ASB3
GPR78	GPR78
GPR79	GPR79
GPR79P	GPR79
GPR82	GPR82
GPR83	GPR83
GPR72	GPR83
GPR84	GPR84
EX33	GPR84
GPR85	GPR85
SREB2	GPR85
GPR87	GPR87
GPR95	GPR87
GPR88	GPR88
GPR89A	GPR89A
UNQ192	GPR89A
GPR89B	GPR89B
GPR89	GPR89B
GPR89C	GPR89B
SH120	GPR89B
GPR89P	GPR89P
C11H1.2-LP	GPR89P
GPR101	GPR101
GPR107	GPR107
KIAA1624	GPR107
RP11-88G17	GPR107
FLJ20998	GPR107
LUSTR1	GPR107
GPR108	GPR108
LUSTR2	GPR108
GPR119	GPR119
HGPCR2	GPR119
GPCR2	GPR119
GPR132	GPR132
G2A	GPR132
GPR135	GPR135
HUMNPIIY20	GPR135
PAFR	GPR135
GPR137	GPR137
C11ORF4	GPR137
GPR137A	GPR137
TM7SF1L1	GPR137
GPR137B	GPR137B
TM7SF1	GPR137B
GPR137C	GPR137C
DKFZP762F0713	GPR137C
TM7SF1L2	GPR137C
GPR139	GPR139
PGR3	GPR139
GPR141	GPR141
PGR13	GPR141
GPR141BP	GPR141BP
GPR142	GPR142
PGR2	GPR142
GPR143	GPR143
OA1	GPR143
GPR143P	GPR143P
OA1P	GPR143P
GPR146	GPR146
PGR8	GPR146
GPR148	GPR148
PGR6	GPR148
GPR149	GPR149
PGR10	GPR149
IEDA	GPR149
R35	GPR149
GPR150	GPR150
PGR11	GPR150
GPR151	GPR151
PGR7	GPR151
GALR4	GPR151
GPR152	GPR152
PGR5	GPR152
GPR153	GPR153
PGR1	GPR153
GPR155	GPR155
DEPDC3	GPR155
DEP.7	GPR155
FLJ31819	GPR155
PGR22	GPR155
GPR156	GPR156
PGR28	GPR156
GABABL	GPR156
GPR157	GPR157
FLJ12132	GPR157
GPR158	GPR158
KIAA1136	GPR158
GPR158-AS1	GPR158-AS1
GPR160	GPR160
GPCR150	GPR160
GPCR1	GPR160
GPR161	GPR161
RE2	GPR161
GPR162	GPR162
A-2	GPR162
GRCA	GPR162
GPR165P	GPR165P
PGR15	GPR165P
6530406P05RIK	GPR165P
GPR166P	GPR166P
PGR9	GPR166P
GPR171	GPR171
H963	GPR171
GPR173	GPR173
SREB3	GPR173
GPR174	GPR174
FKSG79	GPR174
GPR176	GPR176
GM1012	GPR176
GPR179	GPR179
GPR158L1	GPR179
CSNB1E	GPR179
GPR180	GPR180
ITR	GPR180
GPR182	GPR182
ADMR	GPR182
HRHAMR	GPR182
G10D	GPR182
AM-R	GPR182
GPR183	GPR183
EBI2	GPR183
GPRACR	GPRACR
LNCGPR107	GPRACR
GPRASP1	GPRASP1
GASP	GPRASP1
GASP1	GPRASP1
GPRASP2	GPRASP2
GASP2	GPRASP2
FLJ37327	GPRASP2
GPRC5A	GPRC5A
RAI3	GPRC5A
RAIG1	GPRC5A
TIG1	GPRC5A
PEIG-1	GPRC5A
GPRC5B	GPRC5B
RAIG-2	GPRC5B
GPRC5C	GPRC5C
RAIG-3	GPRC5C
GPRC5D	GPRC5D
GPRC5D-AS1	GPRC5D-AS1
RP11-392P7.6	GPRC5D-AS1
GPRC6A	GPRC6A
BA86F4.3	GPRC6A
GPRIN1	GPRIN1
GRIN1	GPRIN1
KIAA1893	GPRIN1
GPRIN2	GPRIN2
KIAA0514	GPRIN2
MGC15171	GPRIN2
GPRIN3	GPRIN3
GRIN3	GPRIN3
FLJ42625	GPRIN3
GPS1	GPS1
COPS1	GPS1
CSN1	GPS1
GPS2	GPS2
GPS2P1	GPS2P1
GPS2P2	GPS2P2
GPSM1	GPSM1
AGS3	GPSM1
DKFZP727I051	GPSM1
GPSM2	GPSM2
DFNB82	GPSM2
LGN	GPSM2
PINS	GPSM2
GPSM3	GPSM3
C6orf9	GPSM3
NG1	GPSM3
G18	GPSM3
G18.1A	GPSM3
G18.1B	GPSM3
G18.2	GPSM3
AGS4	GPSM3
GPT	GPT
ALT1	GPT
GPT1	GPT
GPT2	GPT2
ALT2	GPT2
GPX1	GPX1
GPX1P1	GPX1P1
GPXL2	GPX1P1
GPXP1	GPX1P1
GPX1P2	GPX1P2
GPXL1	GPX1P2
GPXP2	GPX1P2
GPXL2	GPX1P2
GPXP2P	GPX1P2
GPX2	GPX2
GSHPX-GI	GPX2
GPX3	GPX3
GPX4	GPX4
PHGPX	GPX4
MCSP	GPX4
GPX5	GPX5
GPX6	GPX6
GPXP3	GPX6
GPX7	GPX7
FLJ14777	GPX7
GPX6	GPX7
NPGPX	GPX7
GPX8	GPX8
UNQ847	GPX8
EPLA847	GPX8
GRAMD1A	GRAMD1A
KIAA1533	GRAMD1A
FLJ90346	GRAMD1A
GRAMD1B	GRAMD1B
LINC01059	GRAMD1B
KIAA1201	GRAMD1B
GRAMD1C	GRAMD1C
DKFZP434C0328	GRAMD1C
GRAMD2A	GRAMD2A
GRAMD2	GRAMD2A
GRAMD2B	GRAMD2B
GRAMD3	GRAMD2B
NS3TP2	GRAMD2B
FLJ21313	GRAMD2B
GRAMD4	GRAMD4
KIAA0767	GRAMD4
